"","agency_cd","site_no","station_nm","site_tp_cd","lat_va","long_va","coord_acy_cd","coord_datum_cd","dec_lat_va","dec_long_va","coord_acy_cd_1","dec_coord_datum_cd","state_cd","alt_va","alt_acy_va","alt_datum_cd","drain_area_va","peak_begin_date","peak_end_date","peak_count_nu"
"3335","USGS",2.80651e+14,"TENOROC DITCH (SITE 19) NEAR LAKELAND FL","ST-DCH",280651,815029,"F","NAD27",28.11446206,-81.84119079,"F","NAD83",12,NA,NA,NA,NA,"12/27/1997","12/27/1997",1
"3336","USGS",2.80809e+14,"WILLIAMS POND CSA OUTFALL NEAR LAKELAND FL","ST",280809,815358,"F","NAD27",28.13612766,-81.899247,"F","NAD83",12,NA,NA,NA,0.8,"10/9/1996","12/13/1997",2
"3337","USGS",2.82435e+14,"CANAVERAL BARGE CANAL AT PORT CANAVERAL FL","ST",282435,803755,"S","NAD83",28.4097222,-80.6319444,"S","NAD83",12,0,0.1,"NAVD88",NA,"--","--",0
"3338","USGS",2.85531e+14,"CRYSTAL RV AT MOUTH NR SHELL ISL NR CRYSTAL RV FL","ST",285531,824126.3,"S","NAD83",28.92527778,-82.69063889,"S","NAD83",12,0,0.01,"NAVD88",NA,"--","--",0
"3339","USGS",2.90855e+14,"HALIFAX RIVER AT PORT ORANGE FL","ST",290855,805827,"S","NAD83",29.1486111,-80.9741667,"S","NAD83",12,0,0.1,"NAVD88",NA,"--","--",0
"3340","USGS",2.91841e+14,"EAST PASS SUWANNEE RIVER NEAR SUWANNEE, FL","ST",291841,830708,"F","NAD27",29.31162833,-83.118738,"F","NAD83",12,NA,NA,NA,NA,"--","--",0
"3341","USGS",2.9193e+14,"WEST PASS SUWANNEE RIVER AT SUWANNEE, FL","ST",291930,830828,"S","NAD27",29.32523894,-83.140961,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3342","USGS",2.94213e+14,"ST. JOHNS RIVER AT DANCY POINT NEAR SPUDS, FL","ST",294213,813453,"S","NAD27",29.70385766,-81.5811919,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3343","USGS",2.95308e+14,"IWW EAST OF GULF CO CANAL NEAR PORT ST JOE, FL","ST-CA",295308,851437,"S","NAD83",29.88555556,-85.2436111,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3344","USGS",2.95323e+14,"IWW WEST OF GULF CO CANAL NEAR PORT ST JOE, FL","ST-CA",295323,851517,"S","NAD83",29.8897222,-85.2547222,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3345","USGS",2.955e+14,"TOLOMATO RIVER NEAR ST AUGUSTINE FL","ST",295500,811800,"S","NAD83",29.91666667,-81.3,"S","NAD83",12,0,0.1,"NAVD88",NA,"--","--",0
"3346","USGS",2.95807e+14,"OCHLOCKONEE BAY NEAR PANACEA FL","ST",295807.37,842302.04,"S","NAD83",29.96871389,-84.3839,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3347","USGS",2.95856e+14,"ST JOHNS RV SHANDS BRIDGE NR GREEN COVE SPGS FL","ST",295856,813723,"S","NAD27",29.9824648,-81.6228662,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3348","USGS",3.00803e+14,"JULINGTON CRK AT HOOD LANDING NR BAYARD, FL","ST",300802.72,813545.24,"5","NAD83",30.13408889,-81.5959,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3349","USGS",3.01057e+14,"ST.JOHNS RVR AB BUCKMAN BRIDGE AT JACKSONVILLE,FL","ST",301056.85,814148.35,"S","NAD83",30.18245833,-81.69676389,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3350","USGS",3.01116e+14,"ST ANDREWS BAY NEAR PANAMA CITY, FL","ST",301116.2,854430,"1","NAD83",30.18783333,-85.7416667,"1","NAD83",12,NA,NA,NA,NA,"--","--",0
"3351","USGS",3.01124e+14,"ST.JOHNS RIVER BUCKMAN BRIDGE AT JACKSONVILLE,FL","ST",301124,813959,"S","NAD27",30.1902405,-81.6662048,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3352","USGS",3.01204e+14,"ORTEGA RIVER SALINITY AT JACKSONVILLE, FL","ST",301204.25,814349.44,"5","NAD83",30.20118056,-81.7304,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3353","USGS",3.0151e+14,"ST JOHNS RVR AT CHRISTOPHER PT NR JACKSONVILLE, FL","ST",301510.4,813835.16,"5","NAD83",30.25288889,-81.6431,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3354","USGS",3.01817e+14,"ST JOHNS RIVER BL MARCO LK AT JACKSONVILLE, FL","ST",301817.21,813936.36,"5","NAD83",30.30478056,-81.6601,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3355","USGS",3.02309e+14,"ST JOHNS R DAMES POINT BRIDGE AT JACKSONVILLE, FL","ST",302309,813330,"S","NAD27",30.3860727,-81.55814749,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3356","USGS",3.02341e+14,"EAST PASS TO CHOCTAWHATCHEE BAY AT DESTIN FL","ST",302341.45,863056.06,"S","NAD83",30.3948472,-86.5155722,"S","NAD83",12,NA,NA,NA,NA,"--","--",0
"3357","USGS",3.02549e+14,"EAST DD AT APAKIN NENE TALLAHASSEE,FL","ST",302549,841529,"S","NAD27",30.43047838,-84.2579542,"S","NAD83",12,NA,NA,NA,0.21,"--","--",0
"3358","USGS",3.02556e+14,"OCCIDENTAL POND SOUTH CSA OUTFALL NR WHITE SPGS FL","ST",302556,824338,"S","NAD27",30.432444,-82.7270729,"S","NAD83",12,NA,NA,NA,0.18,"10/7/1996","2/17/1998",2
"3359","USGS",3.02609e+14,"TROUT RIVER BL US 1 AT DINSMORE, FL","ST",302609.06,814533.12,"5","NAD83",30.43585,-81.7592,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3360","USGS",3.02623e+14,"OCCIDENTAL POND NORTH CSA OUTFALL NR WHITE SPGS FL","ST",302623,824342,"S","NAD27",30.43994373,-82.72818419,"S","NAD83",12,NA,NA,NA,0.71,"10/8/1996","2/17/1998",2
"3361","USGS",3.02657e+14,"CLAPBOARD CRK AB BUCKHORN BLUFF NR JAX, FL","ST",302657.44,813123.88,"5","NAD83",30.44928889,-81.5233,"5","NAD83",12,NA,NA,NA,NA,"--","--",0
"3362","USGS",2176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA","ST",345828.3,830658.2,"S","NAD83",34.97452778,-83.1161667,"S","NAD83",13,2050,10,"NGVD29",46.7,"1/24/2010","12/28/2018",10
"3363","USGS",2178400,"TALLULAH RIVER NEAR CLAYTON, GA","ST",345325,833150,"S","NAD27",34.89037075,-83.530441,"S","NAD83",13,1898.9,0.1,"NAVD88",58.4,"10/4/1964","2/22/2019",55
"3364","USGS",2180400,"TIGER CREEK NEAR LAKEMONT, GA","ST",344703,832458,"U","NAD27",34.78426005,-83.4159976,"U","NAD83",13,NA,NA,NA,26,"10/4/1964","10/4/1964",1
"3365","USGS",2181350,"TALLULAH R AT TERRORA PWRHSE, NR TALLULAH FALLS,GA","ST",344501,832418,"S","NAD83",34.75027778,-83.405,"S","NAD83",13,1551,10,"NGVD29",NA,"8/14/2017","2/23/2019",3
"3366","USGS",2181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA","ST",344355,832233,"S","NAD27",34.73203858,-83.3757198,"S","NAD83",13,940,10,"NGVD29",184.4,"1/8/1998","2/23/2019",22
"3367","USGS",2188600,"BEAVERDAM CREEK ABOVE ELBERTON, GA","ST",341007,825348,"S","NAD27",34.16872037,-82.89652898,"S","NAD83",13,529,0.1,"NAVD88",72,"3/1/1987","12/10/2018",25
"3368","USGS",2191227,"GROVE CREEK AT US 441 AND GA 15 NEAR COMMERCE, GA","ST",341610.2,832803.6,"S","NAD83",34.2695,-83.4676667,"S","NAD83",13,700,20,"NGVD29",60.4,"1/4/2015","4/19/2019",5
"3369","USGS",2191300,"BROAD RIVER ABOVE CARLTON, GA","ST",340424,830012,"S","NAD83",34.0733333,-83.0033333,"S","NAD83",13,406.6,0.1,"NAVD88",760,"1898-09-02","4/20/2019",121
"3370","USGS",2191740,"CLOUDS CREEK AT WATSON MILL PARK NR CARLTON, GA","ST",340114,830410,"S","NAD27",34.02066816,-83.0693128,"S","NAD83",13,500,10,"NGVD29",47.5,"4/15/2015","4/5/2017",3
"3371","USGS",2191743,"SOUTH FORK BROAD RIVER AT CARLTON, GA","ST",340153,830033,"S","NAD27",34.03150107,-83.0090326,"S","NAD83",13,459.95,0.01,"NAVD88",224,"3/15/2001","4/5/2017",9
"3372","USGS",2192000,"BROAD RIVER NEAR BELL, GA","ST",335827,824612,"S","NAD83",33.97416667,-82.77,"S","NAD83",13,356.8,0.1,"NAVD88",1420,"8/26/1908","12/10/2018",89
"3373","USGS",2193340,"KETTLE CREEK NEAR WASHINGTON, GA","ST",334057,825129,"S","NAD27",33.68262815,-82.857923,"S","NAD83",13,415.6,0.1,"NAVD88",33.9,"3/1/1987","1/4/2019",33
"3374","USGS",2193500,"LITTLE RIVER NEAR WASHINGTON, GA","ST",333646,824433,"S","NAD83",33.61277778,-82.7425,"S","NAD83",13,353.3,0.1,"NAVD88",292,"10/8/1949","1/5/2019",52
"3375","USGS",2195150,"KIOKEE CREEK AT US 221, AT APPLING, GA","ST",333233,821856,"S","NAD27",33.54263508,-82.31540159,"S","NAD83",13,52.9,0.1,"NAVD88",43.9,"5/4/1984","1/5/2019",36
"3376","USGS",2195320,"KIOKEE CREEK AT GA 104, NEAR EVANS, GA","ST",333603,821358,"S","NAD27",33.60096698,-82.23262169,"S","NAD83",13,200,0.01,"NAVD88",106,"3/28/2005","12/10/2018",15
"3377","USGS",2195520,"SAVANNAH RIVER NEAR EVANS, GA","ST",333534,820724,"S","NAD27",33.5929118,-82.12317459,"S","NAD83",13,170,5,"NGVD29",6360,"--","--",0
"3378","USGS",21964832,"SAVANNAH RIVER ABOVE AUGUSTA CANAL NEAR BONAIR,GA","ST",333341,820304,"S","NAD83",33.56138889,-82.0511111,"S","NAD83",13,NA,NA,NA,NA,"--","--",0
"3379","USGS",2196485,"AUGUSTA CANAL NR AUGUSTA, GA (UPPER)","ST",333257,820213,"S","NAD27",33.54930154,-82.0367836,"S","NAD83",13,148.92,0.01,"NGVD29",NA,"7/14/1997","6/3/2019",12
"3380","USGS",2196670,"SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA","ST",332836,815726,"S","NAD27",33.4768035,-81.9570596,"S","NAD83",13,100,0.01,"NAVD88",NA,"--","--",0
"3381","USGS",2196835,"BUTLER CREEK BELOW 7TH AVENUE, AT FT. GORDON, GA","ST",332619,820658,"S","NAD83",33.4386111,-82.1161111,"S","NAD83",13,258,0.1,"NAVD88",10.5,"5/31/2002","4/1/2016",15
"3382","USGS",21968385,"BUTLER CR BELOW BUTLER CR RSVR AT FORT GORDON, GA","ST",332530.33,820555.46,"S","NAD83",33.42509167,-82.09873889,"S","NAD83",13,225,5,"NGVD29",NA,"--","--",0
"3383","USGS",2197000,"SAVANNAH RIVER AT AUGUSTA, GA","ST",332225,815635,"U","NAD27",33.3737518,-81.94289329,"U","NAD83",13,-0.61,0.1,"NAVD88",7510,"1796-01-17","12/22/2018",149
"3384","USGS",2197020,"SPIRIT CREEK AT US 1, NEAR AUGUSTA, GA","ST",332223,820820,"S","NAD27",33.37319577,-82.1387309,"S","NAD83",13,228.9,0.1,"NAVD88",17.6,"9/18/2002","10/11/2018",18
"3385","USGS",21973269,"SAVANNAH RIVER NEAR WAYNESBORO, GA","ST",330859,814518,"U","NAD27",33.14987256,-81.7548354,"U","NAD83",13,70,0.1,"NAVD88",8300,"3/31/2005","1/5/2019",15
"3386","USGS",2197500,"SAVANNAH R AT BURTONS FERRY BR NR MILLHAVEN, GA","ST",325620,813010,"U","NAD27",32.93904727,-81.5026078,"U","NAD83",13,52.42,0.05,"NGVD29",8650,"1929-10","1/4/2019",68
"3387","USGS",2197520,"BRIER CREEK NEAR THOMSON, GA","ST",332206,822806,"U","NAD27",33.36847394,-82.4681828,"U","NAD83",13,330,5,"NGVD29",55.6,"9/27/1929","1/12/1993",28
"3388","USGS",2197598,"BRUSHY CREEK AT CAMPGROUND ROAD, NEAR WRENS, GA","ST",331050,822002.7,"S","NAD83",33.18055556,-82.3340833,"S","NAD83",13,310,10,"NGVD29",21.8,"10/7/2005","10/11/2018",14
"3389","USGS",2197600,"BRUSHY CREEK NEAR WRENS, GA","ST",331037,821821,"S","NAD27",33.17709065,-82.3056793,"S","NAD83",13,282.56,0.01,"NGVD29",28,"3/6/1959","3/28/2005",47
"3390","USGS",2197830,"BRIER CREEK NEAR WAYNESBORO, GA","ST",330705.9,815749,"S","NAD83",33.11830556,-81.9636111,"S","NAD83",13,173.78,0.1,"NGVD29",473,"10/1/1929","1/8/2019",40
"3391","USGS",2198000,"BRIER CREEK AT MILLHAVEN, GA","ST",325600,813902.4,"S","NAD83",32.93333333,-81.6506667,"S","NAD83",13,95.88,0.01,"NGVD29",646,"1/23/1925","1/10/2019",85
"3392","USGS",2198100,"BEAVERDAM CREEK NEAR SARDIS, GA","ST",325615,814855.2,"S","NAD83",32.9375,-81.8153333,"S","NAD83",13,186.48,0.01,"NGVD29",30.8,"3/1/1987","1/5/2019",33
"3393","USGS",2198375,"SAVANNAH RIVER NEAR ESTILL, SC","ST",324212,812542,"S","NAD83",32.70333333,-81.4283333,"S","NAD83",13,NA,NA,NA,9670,"4/8/2011","1/7/2019",8
"3394","USGS",2198500,"SAVANNAH RIVER NEAR CLYO, GA","ST",323141,811608,"R","NAD27",32.52823709,-81.26871649,"R","NAD83",13,12.73,0.13,"NAVD88",9850,"1/24/1925","1/8/2019",95
"3395","USGS",2198690,"EBENEZER CREEK AT SPRINGFIELD, GA","ST",322156,811751,"S","NAD27",32.36574688,-81.2973323,"S","NAD83",13,12.8,0.1,"NAVD88",162,"3/1/1990","6/13/2019",30
"3396","USGS",2198750,"SAVANNAH RIVER US MILL CREEK, NEAR RINCON, GA","ST",322054.9,810937.6,"1","NAD83",32.34858333,-81.1604444,"1","NAD83",13,0,10,"NAVD88",NA,"--","--",0
"3397","USGS",2198759,"BEAR CREEK AT HICKORY BEND, NEAR RINCON, GA","ST-TS",322043.55,810849.94,"S","NAD83",32.34543056,-81.1472056,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3398","USGS",2198810,"ABERCORN CREEK NEAR SAVANNAH,GA","ST-TS",321520,811042,"U","NAD27",32.2557537,-81.1781687,"U","NAD83",13,0,0.2,"NAVD88",NA,"--","--",0
"3399","USGS",2198820,"ABERCORN CREEK AT MOUTH NEAR SAVANNAH, GA","ST",321457,810913,"S","NAD83",32.24916667,-81.1536111,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3400","USGS",2198840,"SAVANNAH RIVER (I-95) NEAR PORT WENTWORTH, GA","ST",321408,810905,"S","NAD27",32.2357548,-81.1512239,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3401","USGS",2198920,"SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA","ST-TS",320955.2,810917.7,"S","NAD83",32.16533333,-81.1549167,"S","NAD83",13,0,1,"NAVD88",NA,"--","--",0
"3402","USGS",2198950,"MIDDLE RIVER AT GA 25 AT PORT WENTWORTH, GA","ST-TS",320956,810818,"S","NAD83",32.16555556,-81.1383333,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3403","USGS",2198955,"MIDDLE RIVER AT FISH HOLE AT PORT WENTWORTH, GA","ST",320834,810807,"S","NAD83",32.14277778,-81.1352778,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3404","USGS",21989715,"SAVANNAH RIVER AT GARDEN CITY, GA","ST-TS",320657.9,810742,"S","NAD83",32.11608333,-81.1283333,"S","NAD83",13,4.9,1,"NGVD29",NA,"--","--",0
"3405","USGS",21989773,"SAVANNAH RIVER AT USACE DOCK, AT SAVANNAH, GA","ST-TS",320451,810453,"S","NAD27",32.08104119,-81.081223,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3406","USGS",21989792,"LITTLE BACK RIVER AT GA 25 AT PORT WENTWORTH, GA","ST-TS",320957,810748,"S","NAD83",32.16583333,-81.13,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3407","USGS",21989793,"LITTLE BACK RIVER AT HOG ISLAND, NEAR SAVANNAH, GA","ST",320812,810719,"S","NAD83",32.13666667,-81.1219444,"S","NAD83",13,NA,NA,NA,NA,"--","--",0
"3408","USGS",219897945,"BACK RIVER 0.4 MI DOWNSTREAM US17, NR SAVANNAH, GA","ST",320552,810458,"S","NAD83",32.09777778,-81.0827778,"S","NAD83",13,NA,NA,NA,NA,"--","--",0
"3409","USGS",2198980,"SAVANNAH RIVER AT FORT PULASKI, GA","ST-TS",320202,805412,"S","NAD27",32.0341019,-80.9031665,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3410","USGS",2199000,"SOUTH CHANNEL (SAVANNAH RIVER) NEAR SAVANNAH, GA","ST",320457,810009,"S","NAD27",32.08270935,-81.0023338,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3411","USGS",2200120,"OGEECHEE RIVER AT GA 88, NEAR GRANGE, GA","ST",330240.5,823613.2,"S","NAD83",33.04458333,-82.6036667,"S","NAD83",13,240,10,"NGVD29",452.97,"2/8/2011","5/28/2018",8
"3412","USGS",2201000,"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA","ST",325832.4,823635.3,"S","NAD83",32.97566667,-82.6098056,"S","NAD83",13,263,0.1,"NGVD29",109,"9/29/1929","11/16/2018",44
"3413","USGS",2201230,"OGEECHEE RIVER AT MIDVILLE, GA","ST",324852.9,821406,"S","NAD83",32.81469444,-82.235,"S","NAD83",13,169.96,1,"NGVD29",1340,"1925-01","1/9/2019",87
"3414","USGS",2202040,"OGEECHEE RIVER AT ROCKY FORD RD, NR ROCKY FORD, GA","ST",323857.4,815026.8,"S","NAD83",32.64927778,-81.8407778,"S","NAD83",13,105.37,5,"NGVD29",1950,"1925-01","1/13/2019",24
"3415","USGS",2202190,"OGEECHEE RIVER AT GA 24, NEAR OLIVER, GA","ST",322941.3,813319.8,"S","NAD83",32.49480556,-81.5555,"S","NAD83",13,60.29,1,"NGVD29",2370,"1925-01","1/15/2019",16
"3416","USGS",2202500,"OGEECHEE RIVER NEAR EDEN, GA","ST",321124.4,812457.1,"S","NAD83",32.1901111,-81.4158611,"S","NAD83",13,17.64,0.01,"NGVD29",2650,"1898","1/17/2019",88
"3417","USGS",2202600,"BLACK CREEK NEAR BLITCHTON, GA","ST",321004,812918,"S","NAD27",32.1679803,-81.48816698,"S","NAD83",13,27.5,0.1,"NAVD88",232,"3/15/1980","12/4/2018",40
"3418","USGS",2202680,"OGEECHEE RIVER AT GA 204, NEAR ELLABELL, GA","ST",320446.2,812305.1,"S","NAD83",32.0795,-81.38475,"S","NAD83",13,NA,NA,NA,2970,"1925-01","12/5/2018",27
"3419","USGS",2203000,"CANOOCHEE RIVER NEAR CLAXTON, GA","ST",321103.7,815321.2,"S","NAD83",32.1843611,-81.8892222,"S","NAD83",13,80.5,0.01,"NGVD29",555,"1925-01","12/3/2018",85
"3420","USGS",2203518,"CANOOCHEE RIVER AT BRIDGE 38, AT FORT STEWART, GA","ST",315810,812731,"S","NAD83",31.96944444,-81.4586111,"S","NAD83",13,20,10,"NGVD29",1330,"4/6/2011","12/6/2018",9
"3421","USGS",2203536,"OGEECHEE RIVER AT US 17, NEAR RICHMOND HILL, GA","ST-TS",315840,811723,"U","NAD27",31.97798585,-81.2895556,"U","NAD83",13,0,0.1,"NAVD88",4410,"1925-01","10/8/1953",5
"3422","USGS",2203557,"PEACOCK CREEK AT ATLANTIC RR LINE NR MCINTOSH, GA","ST",314914,813222.4,"S","NAD83",31.82055556,-81.5395556,"S","NAD83",13,7,10,"NGVD29",NA,"1/5/1967","10/18/1976",11
"3423","USGS",22035975,"HUDSON CREEK AT MERIDIAN LANDING, NEAR MERIDIAN,GA","ST",312712,812146,"S","NAD83",31.45333333,-81.3627778,"S","NAD83",13,0,0.1,"NAVD88",NA,"--","--",0
"3424","USGS",2203598,"DARIEN RIVER AT US 17, AT DARIEN, GA","ST-TS",312202,812611,"S","NAD27",31.3674478,-81.4362126,"S","NAD83",13,0,10,"NGVD29",NA,"9/17/1928","10/16/1929",3
"3425","USGS",2203603,"SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA","ST",334102,842455,"S","NAD83",33.68388889,-84.4152778,"S","NAD83",13,847.2,0.1,"NAVD88",2.42,"9/19/2009","4/5/2017",9
"3426","USGS",2203655,"SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA","ST",334044,842129,"S","NAD27",33.67899706,-84.3579807,"S","NAD83",13,778.5,0.1,"NAVD88",22.5,"5/6/2003","12/28/2018",17
"3427","USGS",2203700,"INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA","ST",334120,841950,"U","NAD27",33.6889966,-84.3304798,"U","NAD83",13,787.92,0.01,"NGVD29",10.6,"2/25/1961","12/28/2018",20
"3428","USGS",2203831,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA","ST",334220.5,841731.9,"S","NAD83",33.70569444,-84.2921944,"S","NAD83",13,795,10,"NGVD29",4.25,"5/5/2013","4/19/2019",7
"3429","USGS",2203863,"SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA","ST",334135.5,841514,"S","NAD83",33.69319444,-84.25388889,"S","NAD83",13,744.1,0.1,"NAVD88",8.63,"5/27/2011","4/19/2019",9
"3430","USGS",2203873,"COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA","ST",334233.9,841421,"S","NAD83",33.70941667,-84.2391667,"S","NAD83",13,793,10,"NGVD29",7.97,"8/9/2014","4/19/2019",6
"3431","USGS",2203900,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA","ST",333956.8,841326.4,"S","NAD83",33.66577778,-84.224,"S","NAD83",13,717.75,0.01,"NGVD29",99,"2/21/1951","4/19/2019",48
"3432","USGS",2203950,"SNAPFINGER CREEK NEAR DECATUR, GA","ST",334548,841313,"U","NAD27",33.7634389,-84.2201982,"U","NAD83",13,844.6,0.1,"NAVD88",13.2,"2/25/1961","12/28/2018",20
"3433","USGS",2203957,"BARBASHELA CR AT WOODWAY DR, NR STONE MOUNTAIN, GA","ST",334418,841129,"S","NAD83",33.7383333,-84.19138889,"S","NAD83",13,816,10,"NGVD29",NA,"--","--",0
"3434","USGS",2203960,"SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA","ST",334148,841155,"S","NAD83",33.69666667,-84.1986111,"S","NAD83",13,749.3,0.1,"NAVD88",32.6,"5/5/2013","4/19/2019",7
"3435","USGS",2204010,"POLE BRIDGE CRK AT FAIRINGTON DR, NR LITHONIA, GA","ST",334144,840846,"S","NAD83",33.69555556,-84.1461111,"S","NAD83",13,776,10,"NGVD29",NA,"--","--",0
"3436","USGS",2204037,"POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA","ST",334005.5,840904.2,"S","NAD83",33.66819444,-84.1511667,"S","NAD83",13,735,20,"NGVD29",16.1,"8/21/2013","4/19/2019",7
"3437","USGS",2204070,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA","ST",333747,840743,"S","NAD27",33.62983228,-84.1285277,"S","NAD83",13,660.7,0.1,"NAVD88",182,"2/25/1961","4/19/2019",38
"3438","USGS",2204118,"HONEY CREEK AT HURST ROAD, NEAR CONYERS, GA","ST",333944,840503,"S","NAD83",33.6622222,-84.0841667,"S","NAD83",13,760,10,"NGVD29",6.46,"5/6/2003","1/8/2007",5
"3439","USGS",2204130,"HONEY CREEK AT GA 212, NEAR CONYERS, GA","ST",333447,840351,"U","NAD27",33.57983406,-84.0640805,"U","NAD83",13,629.7,0.1,"NAVD88",26,"7/1/2003","4/19/2019",17
"3440","USGS",2204285,"PATES CREEK NEAR FLIPPEN, GA","ST",332933,841442,"U","NAD83",33.4925,-84.245,"U","NAD83",13,720,10,"NGVD29",11.9,"11/5/1977","4/19/2019",22
"3441","USGS",2204520,"SOUTH RIVER AT GA 81, AT SNAPPING SHOALS, GA","ST",332904.5,835728.7,"S","NAD83",33.4845833,-83.9579722,"S","NAD83",13,560,10,"NGVD29",468,"2/5/2011","4/20/2019",9
"3442","USGS",2205000,"WILDCAT CREEK NEAR LAWRENCEVILLE, GA","ST",340007,840018,"S","NAD83",34.00194444,-84.005,"S","NAD83",13,967.55,0.1,"NGVD29",1.28,"1/16/1954","5/29/2018",52
"3443","USGS",2205230,"WOLF CREEK TRIBUTARY AT DEAN ROAD, NR SUWANEE, GA","ST",340004,840257,"S","NAD27",34.00121298,-84.0490761,"S","NAD83",13,1000,1,"NGVD29",0.35,"11/26/1986","12/1/2010",25
"3444","USGS",2205522,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCEVILLE, GA","ST",335533,840216,"S","NAD27",33.92593719,-84.037688,"S","NAD83",13,880,20,"NGVD29",7.42,"9/16/2004","1/11/2014",11
"3445","USGS",2205596,"YELLOW R TRIB AT PLANTATION RD,NR LAWRENCEVILLE,GA","ST",335445.5,840245.7,"S","NAD83",33.91263889,-84.0460278,"S","NAD83",13,850,10,"NGVD29",7.23,"9/25/1997","4/19/2019",22
"3446","USGS",2205865,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA","ST",335628,840628,"S","NAD83",33.9411111,-84.1077778,"S","NAD83",13,851.7,0.1,"NAVD88",21,"3/28/2011","12/28/2018",9
"3447","USGS",2206105,"JACKSON CREEK AT ANGELS LANE, NEAR LILBURN, GA","ST",335312,841242,"S","NAD27",33.8867695,-84.2115865,"S","NAD83",13,990,10,"NGVD29",0.15,"9/7/1987","8/14/2019",31
"3448","USGS",2206136,"JACKSON CREEK TRIB 1 AT WILLIAMS RD, NR LILBURN,GA","ST",335319,841059,"S","NAD27",33.88871424,-84.1829739,"S","NAD83",13,920,10,"NGVD29",0.33,"8/8/1987","2/19/2019",30
"3449","USGS",2206465,"WATSON CREEK TRIB 2, TANGLEWOOD DR, SNELLVILLE, GA","ST",335146.9,840207.5,"S","NAD83",33.86302778,-84.0354167,"S","NAD83",13,970,10,"NGVD29",0.2,"1/18/1987","1/19/2019",33
"3450","USGS",2206500,"YELLOW RIVER NEAR SNELLVILLE, GA","ST",335111,840442,"U","NAD83",33.85305556,-84.0783333,"U","NAD83",13,801.1,0.1,"NAVD88",136,"4/19/1943","12/29/2018",62
"3451","USGS",2207000,"GARNER CREEK NEAR SNELLVILLE, GA","ST",335145,840550,"S","NAD27",33.86260475,-84.0971366,"S","NAD83",13,830,1,"NGVD29",5.33,"1/16/1954","12/28/2018",36
"3452","USGS",2207120,"YELLOW RIVER AT GA 124, NEAR LITHONIA, GA","ST",334620,840328,"S","NAD83",33.7722222,-84.0577778,"S","NAD83",13,719.5,0.1,"NAVD88",161,"5/5/2002","4/19/2019",18
"3453","USGS",2207130,"STONE MTN CR AT SILVER HILL RD, NEAR STONE MTN, GA","ST",334934,840954.2,"S","NAD83",33.8261111,-84.1650556,"S","NAD83",13,868,5,"NGVD29",3.64,"--","--",0
"3454","USGS",2207135,"LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA","ST",334949.5,840821.6,"S","NAD83",33.83041667,-84.1393333,"S","NAD83",13,890,10,"NGVD29",2.2,"8/21/2013","12/28/2018",7
